has_synonyms,is_moderator_only,is_required,count,name,collectives
True,False,False,14021,opengl-es,
True,False,False,13980,xsd,
True,False,False,13971,cuda,
True,False,False,13962,upload,
False,False,False,13858,dockerfile,
False,False,False,13768,multiprocessing,
False,False,False,13741,console,
False,False,False,13698,rabbitmq,
True,False,False,13687,azure-functions,
True,False,False,13656,xml-parsing,
True,False,False,13550,linker,
False,False,False,13499,leaflet,
True,False,False,13494,asp.net-core-mvc,
True,False,False,13465,localization,
False,False,False,13454,flutter-layout,
True,False,False,13440,android-ndk,
True,False,False,13432,calendar,
True,False,False,13359,operating-system,
True,False,False,13300,json.net,
True,False,False,13299,header,
True,False,False,13286,formatting,
True,False,False,13270,selenium-chromedriver,
True,False,False,13232,continuous-integration,
True,False,False,13213,timestamp,
False,False,False,13209,prolog,
False,False,False,13174,sprite-kit,
True,False,False,13157,macros,
False,False,False,13142,kivy,
True,False,False,13135,type-conversion,
False,False,False,13131,mariadb,
False,False,False,13127,jasmine,
False,False,False,13100,frontend,
True,False,False,13098,jquery-plugins,
True,False,False,13091,drag-and-drop,
True,False,False,13050,segmentation-fault,
True,False,False,13019,data.table,
True,False,False,13016,integer,
True,False,False,13014,char,
False,False,False,13012,mockito,
True,False,False,13001,amazon-dynamodb,
True,False,False,13000,crash,
True,False,False,12896,environment-variables,
False,False,False,12893,nosql,
False,False,False,12839,mfc,
True,False,False,12811,annotations,
True,False,False,12756,attributes,
True,False,False,12699,expo,
True,False,False,12685,automated-tests,
True,False,False,12671,visual-studio-2017,
False,False,False,12669,gulp,
True,False,False,12656,plotly,
True,False,False,12619,android-gradle-plugin,
True,False,False,12606,geometry,
True,False,False,12579,textbox,
False,False,False,12563,libgdx,
True,False,False,12534,format,
False,False,False,12515,fortran,
False,False,False,12486,uiscrollview,
True,False,False,12459,event-handling,
True,False,False,12453,xampp,
False,False,False,12440,cors,
False,False,False,12428,centos,
True,False,False,12404,keyboard,
True,False,False,12394,crystal-reports,
True,False,False,12371,db2,
True,False,False,12296,dependencies,
False,False,False,12187,geolocation,
True,False,False,12161,namespaces,
False,False,False,12142,ionic2,
False,False,False,12100,mapreduce,
True,False,False,12098,com,
True,False,False,12073,android-edittext,
True,False,False,12054,jenkins-pipeline,
True,False,False,12051,conditional-statements,
False,False,False,12043,windows-10,
False,False,False,12034,android-emulator,
True,False,False,12012,dialog,
False,False,False,11992,webdriver,
True,False,False,11930,lucene,
False,False,False,11926,jvm,
True,False,False,11906,numbers,
False,False,False,11903,html5-canvas,
True,False,False,11896,timezone,
True,False,False,11896,firebase-cloud-messaging,"[{'tags': ['firebase-admob', 'google-cloud-console', 'google-data-studio', 'google-cloud-dns', 'firebase-admin', 'stackdriver', 'google-cloud-sql', 'dialogflow-es-fulfillment', 'google-cloud-composer', 'google-cloud-speech', 'firebase-realtime-database', 'google-cloud-filestore', 'google-cloud-dataprep', 'google-cloud-marketplace', 'google-cloud-pubsub', 'google-cloud-firestore', 'firebase-assistant', 'cordova-plugin-firebasex', 'google-dataflow', 'google-cloud-armor', 'google-cloud-workstations', 'google-cloud-ai', 'google-cloud-deploy', 'google-cloud-dlp', 'google-cloud-tools', 'firebase-util', 'google-cloud-endpoints', 'firebase-performance', 'google-cloud-resource-manager', 'google-cloud-network-load-balancer', 'google-cloud-dataproc', 'google-cloud-tasks', 'google-cloud-shell-editor', 'recaptcha-enterprise', 'google-app-engine-golang', 'google-app-engine-go', 'google-cloud-iot', 'google-cloud-launcher', 'google-container-registry', 'firebase-dynamic-links', 'firebase-app-indexing', 'maven-jib', 'google-cloud-ml', 'firebase-predictions', 'google-cloud-build', 'google-cloud-kms', 'google-cloud-recommendation', 'google-cloud-vertex-ai', 'firebase-queue', 'google-cloud-dataflow', 'google-cloud-spanner-emulator', 'apigee-baas', 'firebase-cloud-messaging', 'google-container-optimized-os', 'google-cloud-bigtable', 'google-cloud-vpn', 'google-cloud-registry', 'google-cloud-source-repos', 'firebase-invites', 'firebaseui', 'apigee', 'google-cloud-robotics', 'dialogflow-cx', 'firebase-crash-reporting', 'google-cloud-instance-template', 'google-cloud-platform', 'google-cloud-router', 'google-container-os', 'firebase-ab-testing', 'redux-saga-firebase', 'google-app-engine-patch', 'google-app-engine-python', 'google-cloud-code', 'gcloud', 'google-cloud-proxy', 'google-cloud-node', 'firebasesimplelogin', 'google-cloud-print-privet', 'google-cloud-healthcare', 'google-bigquery', 'cloud-document-ai', 'google-cloud-intellij', 'google-cloud-iam', 'google-cloud-instances', 'google-cloud-asset-inventory', 'rest-firebase', 'google-cloud-ml-engine', 'google-cloud-url-maps', 'google-cloud-http-load-balancer', 'google-cloud-translate', 'google-cloud-vision', 'google-cloud-identity', 'google-cloud-repository', 'google-cloud-cdn', 'google-anthos', 'google-cloud-powershell', 'google-cloud-language', 'google-cloud-billing', 'google-cloud-visualstudio', 'google-cloud-automl', 'firebase-app-check', 'google-cloud-tpu', 'google-container-builder', 'google-cloud-sdk', 'google-cloud-spanner', 'react-redux-firebase', 'dialogflow-es', 'google-cloud-error-reporting', 'google-cloud-functions', 'firebase-mlkit', 'firebase-security', 'google-cloud-metrics', 'firebase-hosting', 'google-cloud-messaging', 'google-app-engine-deploy', 'google-cloud-data-fusion', 'google-app-engine-launch', 'firebase-storage', 'firebase-job-dispatcher', 'google-app-engine-php', 'google-cloud-nl', 'google-cloud-test-lab', 'google-cloud-transcoder', 'react-native-firebase', 'google-cloud-logging', 'google-cloud-endpoints-v2', 'google-cloud-data-transfer', 'google-cloud-datastore', 'firebase-extensions', 'firebase-notifications', 'firebase-database', 'firebase-tools', 'google-cloud-php-client', 'google-cloud-storage-r', 'google-cloud-python', 'firebase-cli', 'google-migrate-for-compute-engine', 'firebase-test-lab', 'firebase-app-distribution', 'google-cloud-print', 'google-cloud-pubsublite', 'google-cloud-interconnect', 'nativescript-firebase', 'firebase-authentication', 'google-cloud-datalab', 'google-cloud-automl-nl', 'google-cloud-load-balancer', 'google-cloud-networking', 'firebase-machine-learning', 'firebase', 'firebase-polymer', 'jib', 'google-cloud-trace', 'google-cloud-monitoring', 'google-cloud-ops-agent', 'google-cloud-save', 'google-analytics-firebase', 'google-cloud-api-gateway', 'google-cloud-talent-solution', 'firebase-cloud-functions', 'google-cloud-dataproc-metastore', 'google-cloud-profiler', 'google-cloud-run', 'google-cloud-webrisk', 'google-prediction', 'firebase-remote-config', 'google-compute-engine', 'google-fusion-tables', 'google-cloud-cpp', 'google-cloud-scheduler', 'google-cloud-identity-aware-proxy', 'google-app-engine', 'firebase-in-app-messaging', 'google-kubernetes-engine', 'google-cloud-stackdriver', 'google-cloud-shell', 'firebase-analytics', 'google-cloud-ai-platform-pipelines', 'google-cloud-memorystore', 'google-cloud-storage', 'firebase-console', 'google-cloud-internal-load-balancer', 'google-translate', 'google-cloud-search', 'bigtable', 'google-cloud-debugger'], 'external_links': [{'type': 'website', 'link': 'https://cloud.google.com/developers'}, {'type': 'support', 'link': 'https://googlecloud-community.slack.com/'}, {'type': 'twitter', 'link': 'https://twitter.com/googlecloudtech'}, {'type': 'facebook', 'link': 'https://facebook.com/googlecloud'}, {'type': 'instagram', 'link': 'https://instagram.com/googlecloud'}], 'description': 'Google Cloud provides organizations with leading infrastructure, platform capabilities and industry solutions to help them solve their most critical business problems.', 'link': '/collectives/google-cloud', 'name': 'Google Cloud', 'slug': 'google-cloud'}]"
True,False,False,11878,xmlhttprequest,
True,False,False,11873,rotation,
True,False,False,11859,garbage-collection,
False,False,False,11849,arm,
True,False,False,11827,ios5,
True,False,False,11819,sequelize.js,
True,False,False,11797,set,
True,False,False,11782,microsoft-graph-api,
True,False,False,11771,radio-button,
True,False,False,11761,subprocess,
True,False,False,11752,modal-dialog,
True,False,False,11740,doctrine,
True,False,False,11725,wso2,"[{'tags': ['wso2-as', 'ballerina-java-interop', 'wso2-micro-gateway', 'wso2-micro-integrator', 'wso2-data-services-server', 'wso2-choreo', 'wso2-stratos', 'wso2-asgardeo', 'wso2-governance-registry', 'wso2-streaming-integrator', 'wso2-business-process', 'wso2-cep', 'ballerina', 'wso2-cloud', 'ballerina-http', 'ballerina-swan-lake', 'wso2-msf4j', 'wso2-integration-studio', 'wso2-es', 'wso2-ml', 'wso2-appm', 'wso2-bam', 'ballerina-vscode-plugin', 'wso2', 'wso2-api-manager', 'wso2-das', 'wso2-iot', 'wso2-wsas', 'wso2-enterprise-integrator', 'wso2-esb', 'wso2-bi', 'ballerina-kafka', 'wso2-identity-server', 'wso2-message-broker', 'ballerina-composer'], 'external_links': [{'type': 'website', 'link': 'https://wso2.com'}, {'type': 'support', 'link': 'https://discord.gg/wso2'}, {'type': 'twitter', 'link': 'https://twitter.com/wso2'}, {'type': 'github', 'link': 'https://github.com/wso2'}, {'type': 'facebook', 'link': 'https://facebook.com/OfficialWSO2'}, {'type': 'instagram', 'link': 'https://instagram.com/officialwso2'}], 'description': 'WSO2 solutions give enterprises the flexibility to deploy applications and services on-premises, on private or public clouds, or in hybrid environments. Our collective aims to enable developers to build value-added services and get to market faster.', 'link': '/collectives/wso2', 'name': 'WSO2', 'slug': 'wso2'}]"
True,False,False,11725,aggregation-framework,
True,False,False,11708,sql-update,
False,False,False,11701,listbox,
False,False,False,11673,smtp,
True,False,False,11609,tuples,
False,False,False,11600,postman,
False,False,False,11592,http-headers,
True,False,False,11588,widget,
True,False,False,11577,eclipse-plugin,
False,False,False,11564,grid,
True,False,False,11563,sonarqube,
True,False,False,11547,frameworks,
False,False,False,11544,spring-data,
True,False,False,11507,compiler-construction,
False,False,False,11492,fetch,
False,False,False,11459,ldap,
True,False,False,11452,asp-classic,
True,False,False,11450,switch-statement,
True,False,False,11411,boolean,
True,False,False,11393,initialization,
True,False,False,11392,serial-port,
True,False,False,11387,internationalization,
True,False,False,11382,chart.js,
True,False,False,11377,return,
True,False,False,11375,struts2,
True,False,False,11361,rubygems,
True,False,False,11360,uinavigationcontroller,
False,False,False,11336,protractor,
True,False,False,11328,sql-server-2008-r2,
True,False,False,11307,apache-camel,
True,False,False,11307,julia,
True,False,False,11298,tags,
False,False,False,11291,qml,
False,False,False,11267,swagger,
True,False,False,11263,google-play,
True,False,False,11237,delegates,
True,False,False,11232,components,
False,False,False,11220,uibutton,
False,False,False,11217,nuget,
True,False,False,11205,youtube-api,
False,False,False,11160,dom-events,
False,False,False,11114,java-stream,
False,False,False,11096,network-programming,
False,False,False,11093,uikit,
True,False,False,11056,foreign-keys,
True,False,False,11030,windows-7,
False,False,False,11029,find,
True,False,False,11028,jaxb,
False,False,False,11025,copy,
True,False,False,11024,azure-web-app-service,
True,False,False,11018,label,
True,False,False,11017,autolayout,
False,False,False,11012,gdb,
True,False,False,10994,dataset,
True,False,False,10953,nuxt.js,
False,False,False,10892,base64,
False,False,False,10881,queue,
False,False,False,10878,pivot,
True,False,False,10867,jqgrid,
True,False,False,10854,append,
True,False,False,10852,entity-framework-6,
False,False,False,10833,zip,
True,False,False,10803,arguments,
True,False,False,10758,android-viewpager,
True,False,False,10752,popup,
False,False,False,10724,uiwebview,
True,False,False,10721,composer-php,
True,False,False,10719,vb6,
True,False,False,10718,ios4,
False,False,False,10698,ide,
True,False,False,10694,stack,
False,False,False,10647,latex,
True,False,False,10634,migration,
False,False,False,10633,cucumber,
False,False,False,10611,uiimageview,
True,False,False,10577,stripe-payments,
True,False,False,10561,containers,
True,False,False,10543,passwords,
True,False,False,10535,synchronization,
False,False,False,10476,twig,
True,False,False,10470,iteration,
True,False,False,10459,command,
False,False,False,10458,hover,
False,False,False,10454,udp,
True,False,False,10425,gmail,
True,False,False,10411,subquery,
False,False,False,10406,ionic3,
False,False,False,10355,jersey,
True,False,False,10353,angular-ui-router,
True,False,False,10305,windows-8,
True,False,False,10264,google-cloud-storage,"[{'tags': ['firebase-admob', 'google-cloud-console', 'google-data-studio', 'google-cloud-dns', 'firebase-admin', 'stackdriver', 'google-cloud-sql', 'dialogflow-es-fulfillment', 'google-cloud-composer', 'google-cloud-speech', 'firebase-realtime-database', 'google-cloud-filestore', 'google-cloud-dataprep', 'google-cloud-marketplace', 'google-cloud-pubsub', 'google-cloud-firestore', 'firebase-assistant', 'cordova-plugin-firebasex', 'google-dataflow', 'google-cloud-armor', 'google-cloud-workstations', 'google-cloud-ai', 'google-cloud-deploy', 'google-cloud-dlp', 'google-cloud-tools', 'firebase-util', 'google-cloud-endpoints', 'firebase-performance', 'google-cloud-resource-manager', 'google-cloud-network-load-balancer', 'google-cloud-dataproc', 'google-cloud-tasks', 'google-cloud-shell-editor', 'recaptcha-enterprise', 'google-app-engine-golang', 'google-app-engine-go', 'google-cloud-iot', 'google-cloud-launcher', 'google-container-registry', 'firebase-dynamic-links', 'firebase-app-indexing', 'maven-jib', 'google-cloud-ml', 'firebase-predictions', 'google-cloud-build', 'google-cloud-kms', 'google-cloud-recommendation', 'google-cloud-vertex-ai', 'firebase-queue', 'google-cloud-dataflow', 'google-cloud-spanner-emulator', 'apigee-baas', 'firebase-cloud-messaging', 'google-container-optimized-os', 'google-cloud-bigtable', 'google-cloud-vpn', 'google-cloud-registry', 'google-cloud-source-repos', 'firebase-invites', 'firebaseui', 'apigee', 'google-cloud-robotics', 'dialogflow-cx', 'firebase-crash-reporting', 'google-cloud-instance-template', 'google-cloud-platform', 'google-cloud-router', 'google-container-os', 'firebase-ab-testing', 'redux-saga-firebase', 'google-app-engine-patch', 'google-app-engine-python', 'google-cloud-code', 'gcloud', 'google-cloud-proxy', 'google-cloud-node', 'firebasesimplelogin', 'google-cloud-print-privet', 'google-cloud-healthcare', 'google-bigquery', 'cloud-document-ai', 'google-cloud-intellij', 'google-cloud-iam', 'google-cloud-instances', 'google-cloud-asset-inventory', 'rest-firebase', 'google-cloud-ml-engine', 'google-cloud-url-maps', 'google-cloud-http-load-balancer', 'google-cloud-translate', 'google-cloud-vision', 'google-cloud-identity', 'google-cloud-repository', 'google-cloud-cdn', 'google-anthos', 'google-cloud-powershell', 'google-cloud-language', 'google-cloud-billing', 'google-cloud-visualstudio', 'google-cloud-automl', 'firebase-app-check', 'google-cloud-tpu', 'google-container-builder', 'google-cloud-sdk', 'google-cloud-spanner', 'react-redux-firebase', 'dialogflow-es', 'google-cloud-error-reporting', 'google-cloud-functions', 'firebase-mlkit', 'firebase-security', 'google-cloud-metrics', 'firebase-hosting', 'google-cloud-messaging', 'google-app-engine-deploy', 'google-cloud-data-fusion', 'google-app-engine-launch', 'firebase-storage', 'firebase-job-dispatcher', 'google-app-engine-php', 'google-cloud-nl', 'google-cloud-test-lab', 'google-cloud-transcoder', 'react-native-firebase', 'google-cloud-logging', 'google-cloud-endpoints-v2', 'google-cloud-data-transfer', 'google-cloud-datastore', 'firebase-extensions', 'firebase-notifications', 'firebase-database', 'firebase-tools', 'google-cloud-php-client', 'google-cloud-storage-r', 'google-cloud-python', 'firebase-cli', 'google-migrate-for-compute-engine', 'firebase-test-lab', 'firebase-app-distribution', 'google-cloud-print', 'google-cloud-pubsublite', 'google-cloud-interconnect', 'nativescript-firebase', 'firebase-authentication', 'google-cloud-datalab', 'google-cloud-automl-nl', 'google-cloud-load-balancer', 'google-cloud-networking', 'firebase-machine-learning', 'firebase', 'firebase-polymer', 'jib', 'google-cloud-trace', 'google-cloud-monitoring', 'google-cloud-ops-agent', 'google-cloud-save', 'google-analytics-firebase', 'google-cloud-api-gateway', 'google-cloud-talent-solution', 'firebase-cloud-functions', 'google-cloud-dataproc-metastore', 'google-cloud-profiler', 'google-cloud-run', 'google-cloud-webrisk', 'google-prediction', 'firebase-remote-config', 'google-compute-engine', 'google-fusion-tables', 'google-cloud-cpp', 'google-cloud-scheduler', 'google-cloud-identity-aware-proxy', 'google-app-engine', 'firebase-in-app-messaging', 'google-kubernetes-engine', 'google-cloud-stackdriver', 'google-cloud-shell', 'firebase-analytics', 'google-cloud-ai-platform-pipelines', 'google-cloud-memorystore', 'google-cloud-storage', 'firebase-console', 'google-cloud-internal-load-balancer', 'google-translate', 'google-cloud-search', 'bigtable', 'google-cloud-debugger'], 'external_links': [{'type': 'website', 'link': 'https://cloud.google.com/developers'}, {'type': 'support', 'link': 'https://googlecloud-community.slack.com/'}, {'type': 'twitter', 'link': 'https://twitter.com/googlecloudtech'}, {'type': 'facebook', 'link': 'https://facebook.com/googlecloud'}, {'type': 'instagram', 'link': 'https://instagram.com/googlecloud'}], 'description': 'Google Cloud provides organizations with leading infrastructure, platform capabilities and industry solutions to help them solve their most critical business problems.', 'link': '/collectives/google-cloud', 'name': 'Google Cloud', 'slug': 'google-cloud'}]"
False,False,False,10241,gps,
True,False,False,10239,range,
True,False,False,10230,azure-pipelines,
True,False,False,10229,cocos2d-iphone,
True,False,False,10228,user-controls,
False,False,False,10224,blazor,
False,False,False,10216,g++,
False,False,False,10157,ssl-certificate,
True,False,False,10126,constants,
True,False,False,10108,embedded,
False,False,False,10104,vue-component,
False,False,False,10035,wix,
True,False,False,10005,connection,
True,False,False,9997,c++17,
False,False,False,9996,compare,
False,False,False,9990,ado.net,
True,False,False,9984,salesforce,
True,False,False,9982,polymorphism,
False,False,False,9964,mono,
False,False,False,9964,django-admin,
True,False,False,9954,slider,
False,False,False,9919,local-storage,
False,False,False,9906,jframe,
False,False,False,9869,debian,
True,False,False,9869,conv-neural-network,
True,False,False,9864,save,
False,False,False,9860,localhost,
True,False,False,9855,authorization,
False,False,False,9830,imageview,
False,False,False,9812,time-complexity,
True,False,False,9808,r-markdown,
False,False,False,9806,nestjs,
False,False,False,9790,drupal-7,
True,False,False,9760,sbt,
True,False,False,9755,phpunit,
True,False,False,9754,bots,
True,False,False,9754,coffeescript,
True,False,False,9746,certificate,
True,False,False,9721,admob,
False,False,False,9705,int,
False,False,False,9641,twilio,"[{'tags': ['twilio-taskrouter', 'twilio-api', 'twilio-twiml', 'sendgrid-api-v2', 'twilio-amd', 'sendgrid-ruby', 'sendgrid-rails', 'twilio-flex', 'twilio-functions', 'twilio-conference', 'sendgrid-api-v3', 'sendgrid', 'twilio-click-to-call', 'segment-io', 'twilio-cli', 'twilio-php', 'twilio-conversations', 'twilio-video', 'twilio-python', 'twilio-javascript', 'twilio-programmable-voice', 'twilio-programmable-chat', 'twilio-node', 'authy', 'twilio-studio', 'twimlet', 'twilio', 'twilioflexwebchat', 'sendgrid-templates'], 'external_links': [{'type': 'website', 'link': 'https://www.twilio.com/'}, {'type': 'support', 'link': 'mailto:stackoverflow@twilio.com'}, {'type': 'twitter', 'link': 'https://twitter.com/TwilioDevs'}, {'type': 'github', 'link': 'https://github.com/twilio'}, {'type': 'facebook', 'link': 'https://facebook.com/TeamTwilio'}, {'type': 'instagram', 'link': 'https://instagram.com/twilio'}], 'description': 'Twilio has democratized channels like voice, text, chat, video, and email by virtualizing the world’s communications infrastructure through APIs that are simple enough for any developer, yet robust enough to power the world’s most demanding applications.', 'link': '/collectives/twilio', 'name': 'Twilio', 'slug': 'twilio'}]"
True,False,False,9639,clang,
True,False,False,9615,include,
False,False,False,9603,gson,
True,False,False,9595,java-native-interface,
False,False,False,9586,output,
True,False,False,9551,web-crawler,
True,False,False,9541,itext,
False,False,False,9534,log4j,
True,False,False,9533,pipe,
False,False,False,9514,location,
True,False,False,9507,iis-7,
False,False,False,9504,fullcalendar,
False,False,False,9496,timeout,
False,False,False,9486,erlang,
True,False,False,9485,babeljs,
True,False,False,9485,google-sheets-formula,
True,False,False,9462,apache-poi,
True,False,False,9436,hex,
True,False,False,9420,cypher,
True,False,False,9411,mapping,
True,False,False,9390,storyboard,
False,False,False,9388,telerik,
True,False,False,9387,filesystems,
True,False,False,9370,ruby-on-rails-5,
False,False,False,9355,export,
True,False,False,9343,icons,
True,False,False,9341,concatenation,
False,False,False,9326,treeview,
True,False,False,9324,substring,
False,False,False,9312,ios8,
True,False,False,9302,click,
False,False,False,9283,observable,
False,False,False,9273,window,
False,False,False,9271,wsdl,
True,False,False,9265,key,
True,False,False,9258,dojo,
False,False,False,9256,maps,
False,False,False,9248,runtime-error,
False,False,False,9247,odbc,
False,False,False,9242,ip,
False,False,False,9240,ckeditor,
True,False,False,9224,resources,
True,False,False,9221,elixir,
False,False,False,9211,uiimage,
True,False,False,9202,printf,
True,False,False,9169,realm,
False,False,False,9157,cocoapods,
True,False,False,9151,azure-sql-database,
True,False,False,9149,thread-safety,
False,False,False,9145,actionscript,
True,False,False,9133,in-app-purchase,
False,False,False,9129,syntax-error,
True,False,False,9114,kernel,
False,False,False,9100,logic,
True,False,False,9096,wordpress-theming,
True,False,False,9094,resize,
True,False,False,9093,gruntjs,
True,False,False,9087,snowflake-cloud-data-platform,
True,False,False,9085,botframework,
False,False,False,9075,typo3,
False,False,False,9070,regression,
True,False,False,9070,airflow,
False,False,False,9055,position,
False,False,False,9049,signalr,
True,False,False,9014,cross-browser,
True,False,False,9012,bluetooth-lowenergy,
True,False,False,8988,compression,
True,False,False,8988,jinja2,
True,False,False,8985,styles,
False,False,False,8976,tidyverse,
True,False,False,8974,amazon-elastic-beanstalk,
False,False,False,8973,imagemagick,
True,False,False,8970,cloud,
True,False,False,8961,google-oauth,
False,False,False,8961,seaborn,
False,False,False,8952,angularjs-scope,
True,False,False,8944,google-visualization,
False,False,False,8931,malloc,
True,False,False,8916,command-line-interface,
True,False,False,8900,android-actionbar,
True,False,False,8884,swift2,
False,False,False,8884,pandas-groupby,
True,False,False,8868,pytest,
True,False,False,8863,windows-services,
False,False,False,8846,pattern-matching,
False,False,False,8834,map,
True,False,False,8832,.net-4.0,
True,False,False,8827,repository,
False,False,False,8792,webrtc,
False,False,False,8790,thymeleaf,
True,False,False,8789,escaping,
True,False,False,8780,python-imaging-library,
True,False,False,8773,max,
True,False,False,8708,closures,
True,False,False,8706,pthreads,
True,False,False,8702,ios6,
True,False,False,8701,jquery-selectors,
True,False,False,8693,windows-installer,
True,False,False,8686,zend-framework2,
True,False,False,8683,state,
True,False,False,8658,windows-runtime,
True,False,False,8651,asp.net-identity,
True,False,False,8626,cypress,
True,False,False,8623,locking,
True,False,False,8609,web-config,
False,False,False,8596,celery,
True,False,False,8583,http-post,
True,False,False,8581,constraints,
True,False,False,8581,global-variables,
False,False,False,8569,vagrant,
False,False,False,8557,qt5,
False,False,False,8555,microservices,
True,False,False,8543,build.gradle,
False,False,False,8540,applescript,
True,False,False,8536,try-catch,
False,False,False,8524,many-to-many,
True,False,False,8523,internet-explorer-8,
False,False,False,8513,sharepoint-2010,
False,False,False,8511,jtable,
False,False,False,8495,google-chrome-devtools,
False,False,False,8488,uitextfield,
False,False,False,8484,data-science,
True,False,False,8479,jasper-reports,
True,False,False,8463,asp.net-mvc-2,
True,False,False,8452,alignment,
True,False,False,8452,mocha.js,
False,False,False,8450,ef-code-first,
False,False,False,8421,logstash,
False,False,False,8420,blackberry,
False,False,False,8417,video-streaming,
True,False,False,8415,singleton,
False,False,False,8399,match,
True,False,False,8373,material-design,
False,False,False,8368,office365,
False,False,False,8366,retrofit,
True,False,False,8361,gpu,
False,False,False,8359,testng,
True,False,False,8344,c++14,
True,False,False,8336,controls,
False,False,False,8328,jsx,
True,False,False,8319,gtk,
False,False,False,8306,operator-overloading,
True,False,False,8294,broadcastreceiver,
True,False,False,8283,vuetify.js,
True,False,False,8281,language-agnostic,
False,False,False,8268,polymer,
True,False,False,8266,vuejs3,
True,False,False,8233,sh,
True,False,False,8212,mercurial,
True,False,False,8199,task,
False,False,False,8196,markdown,
False,False,False,8192,hdfs,
False,False,False,8191,double,
False,False,False,8186,android-sqlite,
False,False,False,8118,bitbucket,
False,False,False,8111,fragment,
False,False,False,8103,tinymce,
False,False,False,8102,webserver,
True,False,False,8096,client,
False,False,False,8094,akka,
False,False,False,8081,shopify,
False,False,False,8045,react-navigation,
True,False,False,8035,amazon-redshift,
False,False,False,8034,scheme,
True,False,False,8005,virtual-machine,
False,False,False,8004,spring-batch,
False,False,False,7999,comparison,
True,False,False,7975,left-join,
True,False,False,7973,overriding,
False,False,False,7972,app-store,
True,False,False,7958,momentjs,
False,False,False,7944,aggregate,
True,False,False,7924,apple-push-notifications,
True,False,False,7893,out-of-memory,
True,False,False,7870,themes,
False,False,False,7866,tableview,
False,False,False,7866,angular6,
True,False,False,7862,azure-blob-storage,
True,False,False,7851,parameter-passing,
False,False,False,7846,apache2,
True,False,False,7835,usb,
True,False,False,7835,refactoring,
True,False,False,7832,artificial-intelligence,
True,False,False,7823,air,
False,False,False,7821,cygwin,
True,False,False,7787,media-queries,
False,False,False,7785,mule,
True,False,False,7784,coding-style,
False,False,False,7779,glsl,
True,False,False,7762,full-text-search,
False,False,False,7758,html5-video,
True,False,False,7742,case,
False,False,False,7737,bigdata,
False,False,False,7719,data-visualization,
True,False,False,7717,requirejs,
False,False,False,7711,windows-phone-8.1,
True,False,False,7708,seo,
False,False,False,7697,glassfish,
False,False,False,7695,deserialization,
False,False,False,7691,asp.net-web-api2,
True,False,False,7685,rss,
True,False,False,7677,classification,
True,False,False,7675,pivot-table,
True,False,False,7674,bit-manipulation,
True,False,False,7672,bar-chart,
True,False,False,7669,shared-libraries,
True,False,False,7662,dynamics-crm,
True,False,False,7656,amazon-cloudformation,
False,False,False,7653,tcl,
False,False,False,7652,runtime,
True,False,False,7641,character,
True,False,False,7636,angularjs-ng-repeat,
False,False,False,7634,operators,
False,False,False,7617,vuex,
True,False,False,7611,httprequest,
False,False,False,7600,phantomjs,
True,False,False,7586,byte,
True,False,False,7584,sharedpreferences,
False,False,False,7583,bootstrap-modal,
True,False,False,7579,visual-studio-2019,
True,False,False,7577,jax-rs,
False,False,False,7573,asp.net-core-webapi,
False,False,False,7571,spring-integration,
False,False,False,7556,backend,
True,False,False,7552,handlebars.js,
True,False,False,7534,apk,
True,False,False,7531,sms,
False,False,False,7531,jpanel,
False,False,False,7530,appium,
False,False,False,7521,rstudio,
True,False,False,7495,applet,
False,False,False,7481,dax,
True,False,False,7469,sql-order-by,
True,False,False,7434,blob,
True,False,False,7426,expression,
False,False,False,7425,jupyter,
False,False,False,7423,kendo-grid,
False,False,False,7422,language-lawyer,
False,False,False,7421,jms,
True,False,False,7416,entity-framework-4,
False,False,False,7409,openshift,
False,False,False,7409,retrofit2,
True,False,False,7405,row,
False,False,False,7386,progress-bar,
True,False,False,7377,decimal,
False,False,False,7376,odata,
True,False,False,7371,adb,
False,False,False,7361,android-webview,
True,False,False,7353,query-optimization,
False,False,False,7350,webkit,
True,False,False,7348,accessibility,
False,False,False,7342,ocaml,
True,False,False,7341,report,
True,False,False,7336,schema,
True,False,False,7327,firefox-addon,
True,False,False,7319,token,
False,False,False,7311,xna,
False,False,False,7295,devops,
True,False,False,7289,single-sign-on,
False,False,False,7278,puppeteer,
False,False,False,7276,2d,
